1	-1.0212588504078766
2	-1.0598576760653162
3	-1.104760463485933
4	-1.0671058042853343
5	-1.0624655023234226
6	-1.0745515821257208
7	-1.0412390541334613
8	-1.057415619800176
9	-1.1060030653908723
10	-1.0701510309896693
11	-0.9617175075954829
12	-1.1356783009742306
13	-1.04210505765434
14	-1.08579612375409
15	-1.0715384412688118
16	-1.0446152282022605
17	-1.0184296684071763
18	-1.0487067904431056
19	-1.0003139152983054
20	-1.1514896855474037
21	-0.9678616506779381
22	-0.9863917269173536
23	-1.1263286444177956
24	-0.9933383771919961
25	-1.0923651693438678
26	-1.171728172674641
27	-1.0735593967045973
28	-1.091021878148245
29	-1.1229146821166296
30	-0.884421978079885
31	-1.1105883402768377
32	-1.10843009887847
33	-1.0783708454455867
34	-1.0711178816525477
35	-1.1396724651242174
36	-1.056756024857481
37	-1.0878904363715083
38	-1.0745103284584112
39	-1.1039106018649048
40	-1.040506603500898
41	-1.0400219147126804
42	-1.0200060844213192
43	-1.087752284112084
44	-1.106663174709687
45	-1.082261924889825
46	-1.012729597995236
47	-1.0857804770040183
48	-1.0737096163708613
49	-1.0260812401599517
50	-1.1073992139838775
51	-0.9887500706480311
52	-1.0824323243006835
53	-1.0664245203198088
54	-0.9993194663110614
55	-1.1304378933199986
56	-1.1155757930585035
57	-1.060548360411062
58	-1.0132567882475785
59	-0.9960419985557175
60	-0.9606305554980814
61	-1.155589975466209
62	-1.1202090864773764
63	-0.997060688580228
64	-1.133212356552303
65	-1.2144505037159534
66	-1.1676969834707378
67	-1.087401689623565
68	-1.065277289180078
69	-1.1141658545579438
70	-1.0696421633200142
71	-1.0946550308848253
72	-1.079983962885742
73	-0.9432559362645914
74	-1.0966819688127876
75	-1.0078626166669225
76	-1.005891085951303
77	-1.1531796954255078
78	-1.1524655020805206
79	-1.1089943795629889
80	-1.1007932285625812
81	-1.1498648951708315
82	-1.1524912094583173
83	-1.0239425820318826
84	-1.0962144118833146
85	-1.0196041813448682
86	-0.9436632341239302
87	-1.0979033275228496
88	-1.0910585312409724
89	-1.1183093244470115
90	-1.0841801582722517
91	-1.0915147532813052
92	-1.049822428942657
93	-1.0588343246159517
94	-1.0043161195525665
95	-1.0861091808329082
